6       3       2
1
312     slab of rock hangs precariously overhead.
313     You are standing on the west end of a large slab about twenty
313     feet above a murky pool.  This end of the slab is virtually
313     in mid-air and there is nothing nearby to jump to.
314     You are standing at the end of a massive rock slab which descends
314     westward into a murky pool.  This end of the slab is positioned
314     about twenty-five feet above the cavern floor.  You would not
314     survive a jump to the ground from here, but there is a ledge
314     about two feet to the east which you could easily reach.
314     The ledge leads inward to a dark cavern.
315     You are in a small chamber with no exits except a narrow
315     path which leads south.  High above you, there is a rock
315     slab at the same level as a ledge in the wall, but there
315     is no way to reach it.
316     You are standing on top of a rock slab resting on the floor
316     of a small chamber.  High above your head, there is a narrow
316     ledge in the rock wall, but there seems to be no way to reach
316     it from here.  A narrow path leads south from here.
317     You are on a small ledge high in the face of a rock wall.
317     Approximately two feet to the west is the top of a large
317     slab to which you could easily jump.  To the south, there
317     is a small cavern.
318     You are on a small ledge high in the face of a rock wall with
318     a small cavern to the south.
319     You are inside a small foul-smelling cavern which shows signs
319     of being the lair for some unfamiliar creature.  A small stream
319     flows through the cavern, but the channel is too narrow for you
319     to follow.  The only exit is to the north.
320     You are on a narrow path which enters from the north, bends
320     slightly and exits upward to the southeast.
321     You are in what appears to be a laboratory, with an exit to
321     the northeast.  The floor is covered with papers, and the
321     entire area is littered with scraps and tools.  There are a
321     few blueprints lying around haphazardly, but the whole place
321     is such a mess that I doubt you could find anything specific
321     in here.  At the south end of the room you can see a strange
321     contraption made from brass, ebony, ivory and glass.
322     You are in the ancient laboratory.
323     You are sitting inside the machine.  In front of you is a control
323     panel consisting of a set of clock dials covered by a glass face.
324     The spinning of the dials comes to a sudden halt.  There is
324     darkness.  You have materialized into solid rock.  This is not
324     good for your health.
325     As you exit from the machine and your eyes grow accustomed to the
325     the dim light of the laboratory, the source of the noise becomes
325     apparent in the form of a ghastly creature of a description not
325     known to your time.  Its red and glowing eyes have already spotted
325     you and it begins to snap at you with a giant set of claws.
325     Desperately, you run back toward the machine, but before you can
325     close the door for safety, a large claw reaches in, picks you up
325     and crunches your body.  The rest is too gory to describe.
-1      END
2
1       You're at end of road again.
2       You're at billboard.
3       You're inside building.
4       You're in valley.
5       You're in forest.
6       You're in a grassy meadow.
7       You're at slit in streambed.
8       You're outside grate.
9       You're below the grate.
10      You're in cobble crawl.
11      You're in Debris Room.
12      You're in awkward sloping canyon.
13      You're in Bird Chamber.
14      You're at top of small pit.
15      You're in Hall of Mists.
17      You're on east bank of fissure.
18      You're in Nugget of Gold Room.
19      You're in Hall of Mt King.
23      You're at west end of Twopit Room.
24      You're in east pit.
25      You're in west pit.
33      You're at "Y2".
34      You're at jumble of rock.
35      You're at window on pit.
36      You're in dirty passage.
39      You're in dusty rock room.
41      You're at west end of Hall of Mists.
57      You're at brink of pit.
60      You're at east end of Long Hall.
61      You're at west end of Long Hall.
64      You're at Complex Junction.
66      You're in Swiss Cheese Room.
67      You're at east end of Twopit Room.
68      You're in Slab Room.
71      You're at junction of three secret canyons.
74      You're in secret E/W canyon above tight canyon.
88      You're in narrow corridor.
91      You're at steep incline above large room.
92      You're in Giant Room.
95      You're in cavern with waterfall.
96      You're in Soft Room.
97      You're in Oriental Room.
98      You're in Misty Cavern.
99      You're in Alcove.
100     You're in Plover Room.
101     You're in Dark-Room.
102     You're in Arched Hall.
103     You're in Shell Room.
106     You're in Anteroom.
108     You're at Witt's End.
109     You're in Mirror Canyon.
110     You're at window on pit.
111     You're at top of stalactite.
113     You're at Reservoir.
115     You're at NE end.
116     You're at SW end.
117     You're on SW side of chasm.
118     You're in sloping corridor.
122     You're on NE side of chasm.
123     You're in corridor.
124     You're at fork in path.
125     You're at junction with warm walls.
126     You're at breath-taking view.
127     You're in Chamber of Boulders.
128     You're in Limestone Passage.
129     You're in front of Barren Room.
130     You're in Barren Room.
141     You're at Sword Point.
142     You're at top of slide.
143     You're in Throne Room.
144     You're in alcove behind Throne Room.
145     >$<
146     You're in forest.
147     You're on grassy knoll.
153     You're on sandy beach.
154     You're at broken rocks.
155     You're at Ocean Vista.
157     You're at Thunder Hole.
158     You're at top of steps in back of Thunder Hole.
159     You're in cramped chamber.
160     You're at ledge by wrought-iron door.
161     >$<
162     >$<
163     >$<
164     >$<
166     You're at west wall of Blue Grotto.
167     You're at underground sea.
168     You're on east side of the Blue Grotto.
169     You're in Bubble Chamber.
171     You're in Bat Cave.
174     You're in the Cloakroom.
180     You're at Tongue of Rock.
183     You're in Star Chamber.
188     You're in Rotunda.
189     You're in phone booth.
190     You're at Devil's Chair.
192     You're at gravel beach.
193     You're in Flower Room.
194     You are at east end of short E/W corridor.
195     You are at east end of short E/W corridor.
196     You're in Arched Hall.
198     You're in the Fairy Grotto.
200     You're in the Crystal Palace.
202     You're in the Rainbow Room.
204     You're in the Hall of Ice.
205     You are over the Rainbow (Room).
206     You're in Green Lake Room.
207     You're behind the waterfall.
208     You're at waterfall in Lost River Canyon.
209     You're at end of Lost River Canyon.
212     You're in phone booth.
214     You're in dark cove.
215     You're in dry basin.
216     You're in old spillway.
217     You're in the Winery.
218     You're at limestone pinnacles.
219     You're in Gothic Cathedral.
223     You're on top of stalagmite.
224     You're in the Crypt.
225     You're in Gothic Chapel.
227     You are at approach to River Styx.
228     You're at the River Styx.
230     You're on ledge above limestone pinnacles.
235     You're at Dante's Rest.
239     You're in the Rainbow Tunnel.
241     You're in front of iron columns.
242     You're on the far side of iron columns.
243     You're on the far side of the grate.
244     You're in front of the lava flow.
246     You're halfway up the beanstalk.
247     You're in the construction area.
248     You're in a small chamber.
250     You're in swirling fog.
251     You're overlooking dwarf highroad.
253     You're before low cliff.
254     You're at dark lake.
257     You're on stony ridge.
259     You're at foot of huge stairway.
260     You're at arched passage.
261     You're in descending E/W passage.
262     You're on high side of crack.
263     You're on low side of crack.
265     You're at three-opening arch.
266     You're at top of well.
268     You're at the bottom of well.
270     You're at bottom of a spiral staircase.
272     You're in the lookout chamber.
274     You're in black hall.
276     You're in the reading room.
278     You're on a narrow E/W path.
279     You're at east end of cavernous hall.
280     You're at south end of cavernous hall.
281     You're on south side of black chasm.
283     You're in black chasm.
284     You're in room of marbles.
285     You're at bottom of chasm.
286     You're in black rock chamber.
287     You're in elf chamber.
288     You're in fireplace chamber.
302     You're in armory.
305     You're in tall E/W canyon.
310     You're at edge of dark pool.
311     You're at end of slab in dark pool.
314     You're at high end of slab.
316     You're at end of slab in small chamber.
319     You're in foul-smelling lair.
321     You're in the laboratory.
-1
3
1       FORCD
2       ROAD
2       HILL
3       ENTER
4       UPSTR
5       DOWNS
6       FORES
7       FORWA
7       CONTI
7       ONWAR
8       BACK
8       RETUR
8       RETRE
9       VALLE
10      STAIR
11      OUT
11      OUTSI
11      EXIT
11      LEAVE
12      BUILD
12      HOUSE
13      GULLY
14      STREA
15      ROCK
16      BED
17      CRAWL
18      COBBL
19      INWAR
19      INSID
19      IN
19      INTO
20      SURFA
21      NULL
21      NOWHE
21      WAIT
22      DARK
23      PASSA
23      TUNNE
23      DEFIL
24      LOW
25      CANYO
26      AWKWA
27      GIANT
28      VIEW
29      UPWAR
29      UP
29      U
29      ABOVE
29      ASCEN
30      D
30      DOWNW
30      DOWN
30      DESCE
31      PIT
32      OUTDO
33      CRACK
34      STEPS
35      DOME
36      LEFT
37      RIGHT
38      HALL
39      JUMP
39      LEAP
40      BARRE
41      OVER
42      ACROS
43      EAST
43      E
44      WEST
44      W
45      NORTH
45      N
46      SOUTH
46      S
47      NE
48      SE
49      SW
50      NW
51      DEBRI
52      HOLE
53      WALL
54      BROKE
55      Y2
56      CLIMB
57      PANTRY
58      FLOOR
59      ROOM
60      SLIT
61      SLAB
61      SLABR
62      XYZZY
63      DEPRE
64      ENTRA
65      PLUGH
66      SECRE
67      CAVE
69      CROSS
70      BEDQU
71      PLOVE
72      ORIEN
73      CAVER
74      SHELL
75      RESER
76      MAIN
76      OFFIC
77      FORK
78      CHIMN
79      SLIDE
80      POOL
80      WHIRL
81      KNOLL
82      PHUCE
83      LEDGE
83      SHELF
84      THUND
88      ICE
89      BRIDG
90      ALTAR
91      GROTT
92      PRAY
92      PRAYE
92      KNEEL
93      FRIEN
94      GRFTM
95      FALLS
96      WADE
1001    IT      (MUST BE FIRST)
1001    THEM
1002    LAMP
1002    HEADL
1002    LANTE
1002    LIGHT
1003    GRATE
1004    CAGE
1005    WAND
1005    ROD
1006    ROD     (MUST BE NEXT OBJECT AFTER "REAL" ROD)
1006    DYNAMITE
1007    STEPS
1008    *****
1009    POLE
1010    PILLO
1011    SNAKE
1012    FISSU
1012    BLOCK
1012    EDGE
1012    CRACK
1012    SIDE
1013    TABLE
1014    CLAM
1015    OYSTE
1016    MAGAZ
1016    ISSUE
1016    SPELU
1016    "SPEL
1017    DWARF
1017    DWARV
1018    KNIFE
1018    KNIVE
1019    FOOD
1019    RATIO
1019    SANDW
1020    BOTTL
1020    JAR
1021    CHASM   (TROLL BRIDGE)
1022    CHASM   (DECREPIT BRIDGE)
1023    MIRRO
1024    PLANT
1024    BEANS
1025    PLANT   (MUST BE NEXT OBJECT AFTER "REAL" PLANT)
1026    STALC
1027    FIGUR
1028    AXE
1029    DRAWI
1030    PIRAT
1031    DRAGO
1033    TROLL
1034    TROLL   (MUST BE NEXT OBJECT AFTER "REAL" TROLL)
1035    BEAR
1036    MESSA
1037    VOLCA
1037    GEYSE   (SAME AS VOLCANO)
1038    $VEND
1039    BATTE
1040    CARPE
1040    MOSS
1041    DOOR            (GIANT DOOR)
1042    DOOR            (TINY DOOR - TDOOR)
1043    DOOR            (WROUGHT-IRON DOOR - TDOOR2)
1044    DOOR            (DOOR TO PHONE BOOTH)
1045    *****
1046    FLOWE
1047    CLOAK
1047    CAPE
1048    BOAT
1048    SHIP
1048    ROWBO
1049    STICK
1050    NUGGE
1051    DIAMO
1052    HORN
1053    JEWEL
1054    COINS
1055    CHEST
1056    EGGS
1056    EGG
1056    NEST
1057    TRIDE
1058    VASE
1058    POTTE
1059    EMERA
1060    PYRAM
1061    PEARL
1062    RUG
1063    SPICE
1064    CHAIN
1065    SWORD
1066    CROWN
1067    SHOES
1067    HEELS
1067    SLIPP
1068    LYRE
1069    SAPPH
1070    CHALI
1070    GRAIL
1070    CUP
1071    CASK
1071    KEG
1072    RING
1073    CLOVER
1074    TORCH
1075    *****
1076    *****
1077    *****
1078    *****
1079    *****
1080    *****
1081    WATER           IN BOTTLE
1081    H2O
1082    WATER           IN CASK
1083    OIL             IN BOTTLE
1084    OIL             IN CASK
1085    WINE            IN BOTTLE
1086    WINE            IN CASK
1087    BEE
1087    BEES
1087    BUMBL
1088    WALL            IN BLUE GROTTO
1090    CLIFF
1091    ANVIL
1092    ROCKS
1093    BOOTH
1094    TELEP
1094    PHONE
1095    SLUGS
1096    HONEY
1096    COMB
1097    BEEHI
1097    HIVE
1098    DOG
1098    HOUND
1098    WOLF
1099    WUMPU
1100    ALL      (MUST BE OBJ 100)
1100    EVERY
1101    BIRD
1102    KEYS
1103    FOUNT
1104    BAT
1104    BATS
1104    GUANO
1104    BATSH
1105    GNOME
1106    MUSHR
1106    PEYOT
1107    CAKES           (MUST FOLLOW MUSHROOMS)
1107    CAKE
1107    CUPCA
1108    SACK
1108    KNAPS
1109    $LETT
1110    MANUS
1110    VOLUM
1110    TOME
1111    MATCH
1112    SAFE
1112    CASE
1113    POSTE
1114    BROOM
1114    WHISK
1114    BRUSH
1115    CARVI
1115    ROCKS
1116    BILLB
1117    BALL
1118    CANNISTER
1118    TUBE
1118    SHIELD
1119    RADIUM
1119    ROCK
1119    STONE
1120    SPHERE
1120    OPAL
1121    STATU
1122    CROWB
1123    LOOKO
1124    KEY
1125    BELT
1125    BUTTO
1126    GLASS
1127    AMULE
1128    SCROL
1129    ELVES
1129    ELF
1130    SILMA
1131    NOTE
1132    SKELE
1133    GROUN
1134    HOOP
1135    BILL
1136    MAIL
1136    COAT
1137    STALG
1138    ELEPH
1138    OLIPH
1139    HOLE
1140    SLIT
1141    HANDS
1142    THRON
1143    THRN2
1144    SCABB
1144    SHEAT
1145    NOTEB
1146    RECEI
1147    CHAIR
1148    SHEET
1149    ROPE
1149    FUSE
1149    WICK
1150    SLAB
1151    BOX
1152    DIADE
1153    BAR
1153    LEVER
1154    $TIME
1155    VIAL
1156    JUNK
1156    BLUEP
1156    TOOL
1156    TOOLS
1156    SCRAP
1157    DIALS
1158    BASE
1159    $NOIS
1160    LIQUI
2001    CARRY
2001    TAKE
2001    KEEP
2001    CATCH
2001    STEAL
2001    CAPTU
2001    TOTE
2002    DROP
2002    RELEA
2002    FREE
2002    DISCA
2002    DUMP
2002    DOFF
2003    SAY
2003    SPEAK
2003    CHANT
2003    SING
2003    UTTER
2003    MUMBL
2004    OPEN
2005    NOTHI
2006    CLOSE
2006    SHUT
2007    LIGHT
2008    EXTIN
2009    WAVE
2009    SHAKE
2009    SWING
2010    CALM
2010    PLACA
2010    TAME
2011    WALK
2011    RUN
2011    GO
2011    PROCE
2011    CONTI
2011    EXPLO
2011    FOLLO
2011    TRAVE
2011    HIKE
2012    ATTAC
2012    KILL
2012    FIGHT
2012    SLAY
2013    POUR
2013    EMPTY
2014    EAT
2014    DEVOU
2015    DRINK
2016    RUB
2017    THROW
2017    TOSS
2017    HURL
2017    FLING
2017    HEAVE
2018    QUIT
2019    FIND
2019    WHERE
2020    INVEN
2020    I
2021    FEED
2022    FILL
2022    REFIL
2023    BLAST
2023    DETON
2023    BLOWU
2024    SCORE
2024    APPRA
2025    FEE
2025    FIE
2025    FOE
2025    FOO
2025    FUM
2026    BRIEF
2026    UNBRI
2027    READ
2027    PERUS
2028    BREAK
2028    SHATT
2028    SMASH
2029    WAKE
2029    WAKEN
2029    DISTU
2029    AWAKE
2030    SUSPE
2030    PAUSE
2031    HOURS
2032    YANK
2032    JERK
2032    PULL
2032    GRAB
2033    WEAR
2033    DON
2034    HIT
2034    STRIKE
2034    KICK
2034    PUNCH
2034    POUND
2034    WHACK
2035    ANSWE
2035    REPLY
2036    BLOW
2037    LEAVE
2038    CALL
2039    DIAL
2040    PLAY
2040    STRUM
2041    PICK
2042    PUT
2042    FIT
2043    TURN
2044    GET
2044    DRAW    (AS IN SWORD/WATER)
2045    INSER
2046    REMOV
2047    BURN
2047    IGNIT
2048    GRIPE
2048    BITCH
2048    COMPL
2048    SUGGE
2048    REPOR
2049    LOCK
2050    UNLOC
2051    HEALT
2051    DIAGN
2052    LOOK
2052    L
2052    EXAMI
2052    DESCR
2053    7
2053    22
2053    34
2054    SWEEP
2054    BRUSH
2055    TERSE
2055    UNTER
2056    BOARD
2057    DISEM
2058    GOTO
2059    PUSH
2059    PRESS
2060    MELT
2061    ROLL
2062    SIT
2063    KLARF
2064    CLICK
2065    WEIGH
2066    ABYSM
2067    SAVE
2068    RESTO
3001    FEE
3002    FIE
3003    FOE
3004    FOO
3005    FUM
3011    7
3012    22
3013    34
3050    SESAM
3050    OPENS
3050    ABRA
3050    ABRAC
3050    ALACA
3050    SHAZA
3050    HOCUS
3050    POCUS
3051    HELP
3051    ?
3064    TREE
3064    TREES
3066    DIG
3066    EXCAV
3068    LOST
3069    MIST
3079    FUCK
3079    FUCK!
3139    STOP
3147    SWIM
3106    SHIT
3106    SHIT!
3106    CRAP
3106    CRAP!
3107    PISS
3107    PISS!
3517    7-22-
3535    MSYBA
4001    IN
4001    INTO
4001    INSID
4002    ON
4002    ONTO
4002    UPON
4003    WITH
4004    TO
4005    FROM
4006    OFF
4007    UP
4008    DOWN
4009    AT
4010    THROU
4010    OUT
4011    OF
5001    GOLD
5001    GOLDE
5002    PERSI
5003    WOODE
5004    BRASS
5005    WICKE
5006    BLACK
5007    VELVE
5008    VENDI
5009    WORN-
5009    WORNO
5009    WORN
5009    USED
5010    FRESH
5011    IRON
5012    TINY
5012    SMALL
5012    LITTLE
5013    SILK
5013    SILKE
5014    SILVE
5015    TREAS
5016    MING
5017    PLATI
5018    RARE
5019    ELFIN
5020    RUBY
5021    HOLY
5022    OAKEN
5022    OAK
5023    LEAD
5023    LEADI
5023    LEADE
5024    LEATH
5025    STEEL
5026    STAR
5027    SHADO
5028    RUSTY
5029    GIANT
5030    TASTY
5031    GLOWING
5032    GREEN
5032    GREY
5032    GRAY
5033    CRYST
5034    4-LEA
5034    FOUR-
5035    METAL
5036    OPAL
5037    RED
5038    WINDO
5039    PAPER
5040    WRITI
5041    MAHOG
5042    TWO-D
5042    TWO
5042    DOLLA
5043    MITHR
5044    STALA
5045    IVORY
5046    TARNI
5047    HANDW
5048    CONTA
5049    COMBI
5050    DUST
5050    DUSTY
5051    TWO-I
5052    BARE
5053    SHELL
5054    GLEAM
5054    SHINI
5055    BOOK
5056    ANCIE
5056    OLD
5057    VENET
5058    SHARD
5058    PIECE
5059    DEVIL
5060    LETTE
5061    PERSO
5062    FLAME
5062    FIRE
5063    OCTAG
5064    MACHI
5064    CONTR
5065    TIME
5066    HANDL
6001    AND
-1
4
1       0       2       ROAD WEST UP
1       0       3       ENTERBUILDIN   EAST 
1       0       4       DOWNSGULLYSTREAS    DOWN 
1       0       5       FORESNORTH
1       0       8       DEPRE
2       0       1       ROAD BUILDFORWAEAST DOWN 
2       0       5       FORESNORTHSOUTH
2       0       293     CLIMBUP
3       0       1       OUT  OUTDOWEST 
3       0       11      XYZZY
3       0       33      PLUGH
3       0       79      DOWNSSTREA
3       0       238     PANTRENTERIN   NORTH
4       0       1       UPSTRBUILDN    
4       0       5       FORESEAST WEST UP   
4       0       7       DOWNSSOUTHDOWN STREA
4       0       8       DEPRE
5       0       4       VALLEEAST DOWN 
5       0       6       FORESNORTH
5       50      5       FORESFORWAN    
5       0       5       WEST SOUTH
6       0       1       ROAD NORTH
6       0       4       VALLEEAST WEST DOWN 
6       0       5       FORESSOUTH
7       0       1       BUILD
7       0       4       UPSTRN    
7       0       5       FORESEAST WEST 
7       0       8       DOWNSROCK BED  S    
7       0       4095    SLIT STREADOWN 
7       0       171     PHUCE
8       0       5       FORESEAST WEST S    
8       0       1       BUILD
8       0       7       UPSTRGULLYN    
8       3003    9       ENTERIN   DOWN 
8       0       4093    ENTER
8       0       176     PHUCE
9       1072    4495    OUT  UP
9       3003    8       OUT     
9       0       4093    OUT  
9       0       10      CRAWLCOBBLIN   WEST 
10      0       9       OUT  SURFANULL EAST 
10      0       11      IN   DARK WEST DEBRI
10      0       14      PIT  
11      3003    8       DEPRE
11      0       9       ENTRA
11      0       10      CRAWLCOBBLPASSALOW  EAST 
11      0       12      CANYOIN   UP   WEST 
11      1072    4494    XYZZY
11      1050    4410    XYZZY
11      0       3       XYZZY
12      0       11      DEBRIEAST DOWN
12      0       13      WEST UP   CLIMB
13      0       12      EAST DOWN
13      0       14      PASSAPIT  WEST 
14      0       13      PASSAEAST 
14      3007    4465    DOWN PIT  STEPS
14      0       15      DOWN 
14      0       16      CRACKWEST 
15      0       18      LEFT S    
15      0       17      FORWAHALL WEST 
15      0       19      NORTH
15      3007    4465    UP   PIT  STEPSDOME PASSAEAST CLIMBSTAIR
15      0       14      UP
15      0       33      Y2   
16      0       14      FORCD
17      0       15      HALL EAST 
17      0       3010    JUMP 
17      4012    4097    OVER ACROSWEST CROSSBRIDG
17      0       27      OVER 
18      0       15      HALL OUT  N    
19      0       15      SOUTH
19      3011    143     NE   
19      3011    28      NORTH
19      3011    29      EAST
19      3011    30      WEST
19      3011    74      SW   SECRE
19      0       32      NORTH    
20      0       74      FORCD
21      0       0       FORCD
22      0       260     NORTHUP
22      0       141     SOUTHDOWN
23      0       67      EAST ACROS
23      0       68      WEST SLAB 
23      0       25      DOWN PIT  
23      5024    31      HOLE CLIMB
23      0       4148    HOLE 
24      0       67      UP   OUT  
24      0       92      GIANT
25      0       23      UP   OUT  
25      5024    31      CLIMB
25      0       26      CLIMB
26      0       88      FORCD
27      0       3010    JUMP 
27      4012    4097    OVER ACROSEAST CROSSBRIDG
27      0       17      OVER 
27      0       40      N    
27      0       41      WEST 
28      0       19      HALL OUT  S    
28      0       33      N    Y2   
28      0       36      DOWN HOLE 
29      0       19      HALL OUT  WEST
30      0       19      HALL OUT  EAST 
30      0       62      WEST UP   
31      4024    89      FORCD
31      0       90      FORCD
32      0       19      FORCD
33      1072    4494    PLUGH
33      1050    4410    PLUGH
33      0       3       PLUGH
33      0       28      S    
33      0       34      EAST WALL BROKE
33      0       35      WEST 
34      0       33      WEST DOWN Y2   
34      0       4095    SLIT
34      0       265     NW
34      0       15      UP   
35      0       33      EAST Y2   
35      0       3010    JUMP 
36      0       37      EAST CRAWL
36      0       28      UP   HOLE 
36      0       39      WEST 
36      0       65      BEDQU
37      0       36      WEST CRAWL
37      0       38      DOWN PIT  CLIMB
38      0       37      CLIMBUP   OUT  
38      0       4095    SLIT STREADOWN UPSTRDOWNS
39      0       36      EAST PASSA
39      0       64      DOWN HOLE FLOOR
39      0       65      BEDQU
40      0       41      FORCD
41      0       42      S    UP   PASSACLIMB
41      0       27      EAST 
41      0       59      N    
41      0       60      WEST CRAWL
42      0       41      UP   
42      0       42      N    
42      0       43      EAST 
42      0       45      S    
42      0       80      WEST 
42      0       185     GRFTM
43      0       42      WEST 
43      0       44      S    
43      0       45      EAST 
43      0       185     GRFTM
44      0       43      EAST 
44      0       48      DOWN 
44      0       50      S    
44      0       82      N    
44      0       185     GRFTM
45      0       42      WEST 
45      0       43      N    
45      0       46      EAST 
45      0       47      S    
45      0       87      UP   DOWN 
45      0       185     GRFTM
46      0       45      WEST OUT  
46      0       185     GRFTM
47      0       45      EAST OUT  
47      0       185     GRFTM
48      0       44      UP   OUT  
48      0       185     GRFTM
49      0       50      EAST 
49      0       51      WEST 
49      0       185     GRFTM
50      0       44      EAST 
50      0       49      WEST 
50      0       51      DOWN 
50      0       52      S    
50      0       185     GRFTM
51      0       49      WEST 
51      0       50      UP   
51      0       52      EAST 
51      0       53      S    
51      0       185     GRFTM
52      0       50      WEST 
52      0       51      EAST 
52      0       52      S    
52      0       53      UP   
52      0       55      N    
52      0       86      DOWN 
52      0       185     GRFTM
53      0       51      WEST 
53      0       52      N    
53      0       54      S    
53      0       185     GRFTM
54      0       53      WEST OUT  
54      0       185     GRFTM
55      0       52      WEST 
55      0       55      N    
55      0       56      DOWN 
55      0       57      EAST 
55      0       185     GRFTM
56      0       55      UP   OUT  
56      0       185     GRFTM
57      0       13      DOWN CLIMB
57      0       55      WEST 
57      0       58      S    
57      0       83      N    
57      0       84      EAST 
57      0       3010    JUMP
57      0       185     GRFTM
58      0       57      EAST OUT  
58      0       185     GRFTM
59      0       27      FORCD
60      0       41      EAST UP   CRAWL
60      0       61      WEST 
60      0       62      N    DOWN
60      3092    173     S    CRACK
60      0       172     S    CRACK
60      0       4148    CLIMBHOLE
60      3092    173     SECRE
60      0       172     SECRE
61      0       60      EAST 
61      0       62      N    
61      100     107     S    
62      0       60      WEST 
62      0       63      N    
62      0       30      EAST 
62      0       61      S    
63      0       62      S    OUT  
64      0       39      UP   CLIMBROOM 
64      0       65      WEST BEDQU
64      0       103     N
64      0       106     EAST 
65      0       64      EAST 
65      0       66      WEST 
65      1073    68      S
65      80      4056    S    
65      0       68      SLAB 
65      1073    321     SW
65      70      4056    SW   
65      100     321     SW   
65      1073    70      UP
65      80      4056    UP   
65      0       70      UP   
65      1073    71      N
65      60      4056    N    
65      75      72      N    
65      0       71      N    
65      1073    106     D
65      80      4056    DOWN 
65      0       106     DOWN 
65      0       71      SECRE
66      0       65      NE   
66      0       67      WEST 
66      50      4056    S    
66      0       77      CANYO
66      0       96      EAST 
66      0       265     SW
66      30      4056    NW   
66      0       97      ORIEN
67      0       66      EAST 
67      0       23      WEST ACROS
67      0       24      DOWN PIT  
68      0       23      S    
68      0       69      UP   CLIMB
68      0       65      N    
69      0       68      DOWN SLAB 
69      3031    120     S    
69      0       119     S    
69      0       109     N    
69      0       113     RESER
70      0       71      N    
70      0       65      DOWN PASSA
70      0       111     S    
71      0       65      SE   
71      0       70      S    
71      0       110     N    
72      0       65      BEDQU
72      0       118     NE   
72      0       73      N    
72      0       97      SW   ORIEN
73      0       72      S    CRAWLOUT  
74      0       20      JUMP
74      0       19      EAST 
74      3031    120     WEST 
74      0       121     WEST 
74      0       75      DOWN 
75      0       77      W    OUT
77      0       75      EAST 
77      0       78      WEST 
77      0       66      N    CRAWL
78      0       77      E    OUT
79      0       3       FORCD
80      0       42      N    
80      0       80      WEST 
80      0       80      S    
80      0       81      EAST 
80      0       185     GRFTM
81      0       80      WEST OUT  
81      0       185     GRFTM
82      0       44      S    OUT  
82      0       185     GRFTM
83      0       57      S    
83      0       84      EAST 
83      0       85      WEST 
83      0       185     GRFTM
84      0       57      N    
84      0       83      WEST 
84      0       114     NW   
84      0       185     GRFTM
85      0       83      EAST OUT  
85      0       185     GRFTM
86      0       52      UP   OUT  
86      0       185     GRFTM
87      0       45      UP   DOWN OUT
87      0       185     GRFTM
88      0       25      DOWN CLIMBEAST 
88      0       3010    JUMP 
88      0       92      WEST GIANT
89      0       25      FORCD
90      0       23      FORCD
91      0       95      N    CAVERPASSA
91      0       72      DOWN CLIMB
92      0       88      EAST
92      0       93      SOUTH 
92      0       94      N    
93      0       92      NORTHGIANTOUT  
94      0       92      S    GIANTPASSA
94      3041    95      N    ENTERCAVER
94      0       4111    N    
95      0       94      S    OUT  
95      0       92      GIANT
95      0       91      WEST 
95      0       145     DOWN JUMP POOL HOLE 
96      0       66      WEST OUT
96      0       4148    HOLE
97      0       66      SE   
97      0       72      EAST CRAWL
97      0       98      UP   N    CAVER
98      0       235     NE   
98      0       97      S    ORIEN
98      0       99      SE 
98      3       142     UP   SW   CLIMBSLIDE
98      75      4202    UP   SW   CLIMBSLIDE
98      0       4203    UP   SW   CLIMBSLIDE
98      0       141     CHIMN
99      0       98      NW   CAVER
99      0       3001    EAST PASSAPLOVE
99      0       100     EAST 
100     0       3001    WEST PASSAOUT  
100     0       99      WEST 
100     0       4488    HOLE
100     0       101     NORTHDARK 
101     0       100     S    PLOVEOUT  
102     0       103     DOWN SHELLOUT  
103     3088    196     UP   HALL 
103     0       102     UP   HALL 
103     0       104     DOWN 
103     1014    4118    S    
103     1015    4119    S    
103     0       64      S    
104     0       103     UP
104     0       105     DOWN 
105     0       104     UP   OUT  
106     0       64      UP   
106     0       65      WEST 
106     0       108     EAST 
106     0       275     S    
107     0       131     S    
107     0       132     SW   
107     0       133     NE   
107     0       134     SE   
107     0       135     UP   
107     0       136     NW   
107     0       137     EAST 
107     0       138     WEST 
107     0       139     N    
107     0       61      DOWN 
108     1073    106     EAST N    S    NE   SE   SW   NW   UP   DOWN 
108     95      4056    EAST
108     0       106     EAST 
108     75      4126    WEST
108     0       240     WEST
109     0       69      S    
109     0       113     N    RESER
109     0       274     WEST 
110     0       71      SOUTHOUT
110     0       3010    JUMP 
111     0       70      N    
111     40      50      DOWN JUMP CLIMB
111     50      53      DOWN 
111     0       45      DOWN 
112     0       131     SW   
112     0       132     N    
112     0       133     EAST 
112     0       187     NW   
112     0       135     SE   
112     0       136     NE   
112     0       137     WEST 
112     0       138     DOWN 
112     0       139     UP   
112     0       140     S    
113     0       109     S    OUT  
114     0       84      SE   OUT 
115     0       116     SW   ACROSCROSS
115     0       212     IN   ENTERN    
116     0       115     NE   ACROSCROSS
116     0       4093    IN   ENTERS    
116     0       245     DOWN 
116     0       241     PHUCE
116     0       4148    HOLE UP   
117     0       118     SW   
117     2033    4160    OVER ACROSCROSSNE   BRIDG
117     3032    4161    OVER 
117     0       3003    OVER 
117     3032    3010    JUMP 
117     0       4096    JUMP 
118     0       72      DOWN SW
118     0       117     UP   NE
119     0       69      N    OUT  
119     0       4153    EAST FORWA
120     0       69      N    
120     0       74      EAST 
121     0       74      EAST OUT  
121     0       4153    N    FORWA
122     0       123     NE   
